fixonset	cueonset	cueoffset	taronset	cueside	tarside	valid	soa	target	response	correct	RT
4710.69002517	6210.69002517	6260.69002517	7110.69002517	left	right	0	900	F	F	1	406.091202147
8516.78122731	10016.7812273	10066.7812273	10916.7812273	left	right	0	900	F	F	1	479.063509719
12395.844737	13895.844737	13945.844737	14795.844737	right	right	1	900	F	F	1	436.827142227
16232.6718793	17732.6718793	17782.6718793	18632.6718793	right	right	1	900	F	F	1	573.13772586
20205.8096051	21705.8096051	21755.8096051	22605.8096051	right	right	1	900	F	F	1	597.93463551
24203.7442406	25703.7442406	25753.7442406	25803.7442406	left	right	0	100	E	E	1	589.09075195
27392.8349926	28892.8349926	28942.8349926	28992.8349926	right	left	0	100	E	F	0	507.741798543
30500.5767911	32000.5767911	32050.5767911	32900.5767911	right	right	1	900	F	F	1	482.51402337
34383.0908145	35883.0908145	35933.0908145	35983.0908145	right	left	0	100	F	F	1	490.840035951
37473.9308504	38973.9308504	39023.9308504	39873.9308504	left	right	0	900	F	F	1	333.69548583
41207.6263363	42707.6263363	42757.6263363	43607.6263363	left	left	1	900	E	E	1	483.423012386
45091.0493487	46591.0493487	46641.0493487	47491.0493487	right	right	1	900	E	F	0	585.94176592
49076.9911146	50576.9911146	50626.9911146	50676.9911146	left	left	1	100	F	F	1	337.830963163
52014.8220777	53514.8220777	53564.8220777	53614.8220777	left	right	0	100	F	F	1	620.644599746
55235.4666775	56735.4666775	56785.4666775	56835.4666775	right	left	0	100	E	E	1	513.587729592
58349.0544071	59849.0544071	59899.0544071	59949.0544071	left	right	0	100	E	E	1	502.981419839
61452.0358269	62952.0358269	63002.0358269	63052.0358269	left	left	1	100	E	E	1	522.641521476
64574.6773484	66074.6773484	66124.6773484	66174.6773484	left	right	0	100	F	F	1	593.245011232
67767.9223596	69267.9223596	69317.9223596	69367.9223596	left	left	1	100	F	F	1	543.45063119
70911.3729908	72411.3729908	72461.3729908	72511.3729908	left	right	0	100	F	F	1	511.868332601
74023.2413234	75523.2413234	75573.2413234	75623.2413234	right	right	1	100	F	F	1	514.670093694
77137.9114171	78637.9114171	78687.9114171	79537.9114171	left	right	0	900	E	F	0	574.793208134
81112.7046252	82612.7046252	82662.7046252	82712.7046252	right	right	1	100	E	E	1	496.318919847
84209.0235451	85709.0235451	85759.0235451	85809.0235451	right	left	0	100	E	E	1	463.994753488
87273.0182986	88773.0182986	88823.0182986	88873.0182986	right	right	1	100	E	E	1	530.017380665
90403.0356792	91903.0356792	91953.0356792	92003.0356792	right	left	0	100	F	F	1	457.772916904
93460.8085961	94960.8085961	95010.8085961	95060.8085961	left	right	0	100	E	E	1	500.59319761
96561.4017938	98061.4017938	98111.4017938	98161.4017938	left	right	0	100	E	E	1	569.298527758
99730.7003215	101230.700322	101280.700322	101330.700322	right	left	0	100	E	E	1	578.638975848
102909.339297	104409.339297	104459.339297	105309.339297	left	right	0	900	E	E	1	425.87345412
106735.212751	108235.212751	108285.212751	108335.212751	left	left	1	100	E	F	0	532.970942141
109868.183694	111368.183694	111418.183694	112268.183694	left	left	1	900	F	F	1	450.798123719
113718.981817	115218.981817	115268.981817	116118.981817	right	left	0	900	E	E	1	499.458839351
117618.440657	119118.440657	119168.440657	120018.440657	left	left	1	900	E	E	1	551.05437199
121569.495029	123069.495029	123119.495029	123169.495029	left	right	0	100	F	F	1	501.090173789
124670.585202	126170.585202	126220.585202	126270.585202	right	right	1	100	E	E	1	399.231458938
127669.816661	129169.816661	129219.816661	130069.816661	right	left	0	900	E	E	1	338.575309256
131408.391971	132908.391971	132958.391971	133808.391971	right	right	1	900	E	E	1	391.861229244
135200.2532	136700.2532	136750.2532	137600.2532	left	right	0	900	E	E	1	443.77813184
139044.031332	140544.031332	140594.031332	140644.031332	right	right	1	100	F	F	1	504.624236489
142148.655568	143648.655568	143698.655568	144548.655568	right	left	0	900	F	F	1	533.332314485
146081.987883	147581.987883	147631.987883	148481.987883	right	left	0	900	F	F	1	355.136867032
149837.12475	151337.12475	151387.12475	151437.12475	right	left	0	100	E	E	1	528.387602116
152965.512352	154465.512352	154515.512352	155365.512352	right	left	0	900	F	F	1	502.439299523
156867.951651	158367.951651	158417.951651	159267.951651	left	right	0	900	E	E	1	369.648425218
160637.600077	162137.600077	162187.600077	163037.600077	left	right	0	900	F	F	1	399.723833318
164437.32391	165937.32391	165987.32391	166037.32391	left	left	1	100	F	F	1	499.193285812
167536.517196	169036.517196	169086.517196	169936.517196	right	left	0	900	E	E	1	429.036639786
171365.553836	172865.553836	172915.553836	173765.553836	right	left	0	900	E	E	1	521.252016863
175286.805852	176786.805852	176836.805852	176886.805852	right	right	1	100	E	E	1	539.698178603
178426.504031	179926.504031	179976.504031	180826.504031	left	left	1	900	F	F	1	534.393613862
182360.897645	183860.897645	183910.897645	183960.897645	left	left	1	100	E	E	1	431.220918895
185392.118564	186892.118564	186942.118564	187792.118564	left	right	0	900	F	F	1	512.816123394
189304.934687	190804.934687	190854.934687	190904.934687	right	right	1	100	F	F	1	438.303938035
192343.238625	193843.238625	193893.238625	193943.238625	right	right	1	100	F	F	1	428.282817514
195371.521443	196871.521443	196921.521443	197771.521443	left	right	0	900	F	F	1	416.188109745
199187.709552	200687.709552	200737.709552	200787.709552	left	left	1	100	F	F	1	542.073205744
202329.782758	203829.782758	203879.782758	204729.782758	left	right	0	900	F	E	0	558.392264894
206288.175023	207788.175023	207838.175023	207888.175023	left	left	1	100	E	E	1	485.748137424
209373.923161	210873.923161	210923.923161	210973.923161	right	left	0	100	E	E	1	573.512767642
212547.435928	214047.435928	214097.435928	214947.435928	left	left	1	900	F	F	1	372.455923381
216319.891852	217819.891852	217869.891852	218719.891852	right	left	0	900	E	F	0	364.11568506
220084.007537	221584.007537	221634.007537	222484.007537	left	left	1	900	E	E	1	378.278899436
223862.286436	225362.286436	225412.286436	225462.286436	right	left	0	100	F	E	0	528.050112281
226990.336548	228490.336548	228540.336548	228590.336548	left	left	1	100	E	E	1	439.319234392
230029.655783	231529.655783	231579.655783	232429.655783	left	left	1	900	F	F	1	569.230278404
233998.886061	235498.886061	235548.886061	236398.886061	right	left	0	900	F	F	1	537.485523974
237936.371585	239436.371585	239486.371585	239536.371585	right	left	0	100	E	E	1	488.115990309
241024.487575	242524.487575	242574.487575	242624.487575	right	right	1	100	F	F	1	490.883031385
244115.370607	245615.370607	245665.370607	246515.370607	right	left	0	900	F	F	1	449.263446984
247964.634054	249464.634054	249514.634054	250364.634054	left	right	0	900	E	E	1	555.88011231
251920.514166	253420.514166	253470.514166	253520.514166	right	right	1	100	F	F	1	497.78567096
255018.299837	256518.299837	256568.299837	256618.299837	right	left	0	100	F	F	1	471.798039369
258090.097876	259590.097876	259640.097876	260490.097876	left	right	0	900	F	F	1	411.64290663
261901.740783	263401.740783	263451.740783	264301.740783	left	left	1	900	E	F	0	560.86466174
265862.605445	267362.605445	267412.605445	268262.605445	right	left	0	900	F	F	1	469.317404707
269731.922849	271231.922849	271281.922849	271331.922849	left	left	1	100	E	E	1	461.45810624
272793.380956	274293.380956	274343.380956	274393.380956	right	left	0	100	F	F	1	755.266217211
276148.647173	277648.647173	277698.647173	278548.647173	left	left	1	900	F	F	1	507.390176743
280056.03735	281556.03735	281606.03735	281656.03735	right	left	0	100	E	E	1	526.046595681
283182.083945	284682.083945	284732.083945	285582.083945	left	right	0	900	E	E	1	576.818015139
287158.90196	288658.90196	288708.90196	289558.90196	left	left	1	900	E	E	1	569.086218985
291127.988179	292627.988179	292677.988179	293527.988179	left	left	1	900	E	E	1	588.456604796
295116.444784	296616.444784	296666.444784	297516.444784	right	right	1	900	E	E	1	561.463813742
299077.908598	300577.908598	300627.908598	301477.908598	right	left	0	900	F	F	1	540.030237513
303017.938836	304517.938836	304567.938836	305417.938836	left	left	1	900	E	E	1	475.893680264
306893.832516	308393.832516	308443.832516	308493.832516	right	right	1	100	E	E	1	591.802219205
310085.634735	311585.634735	311635.634735	311685.634735	right	right	1	100	F	F	1	394.36179772
313079.996533	314579.996533	314629.996533	315479.996533	left	left	1	900	E	E	1	503.155028957
316983.151562	318483.151562	318533.151562	319383.151562	right	right	1	900	F	F	1	490.698614316
320873.850176	322373.850176	322423.850176	323273.850176	right	right	1	900	E	E	1	592.590281795
324866.440458	326366.440458	326416.440458	326466.440458	right	left	0	100	F	E	0	507.123493421
327973.563951	329473.563951	329523.563951	330373.563951	right	right	1	900	F	F	1	571.074691959
331944.638643	333444.638643	333494.638643	333544.638643	right	left	0	100	E	E	1	509.950610216
335054.589253	336554.589253	336604.589253	337454.589253	left	left	1	900	E	E	1	531.651943763
338986.241197	340486.241197	340536.241197	341386.241197	right	right	1	900	E	F	0	516.956980752
342903.198178	344403.198178	344453.198178	344503.198178	left	right	0	100	F	F	1	558.268225276
346061.466403	347561.466403	347611.466403	348461.466403	right	left	0	900	F	F	1	509.961469113
349971.427872	351471.427872	351521.427872	351571.427872	left	left	1	100	E	E	1	586.04743128
353157.475304	354657.475304	354707.475304	354757.475304	right	left	0	100	F	F	1	532.812939097
356290.288243	357790.288243	357840.288243	357890.288243	right	left	0	100	F	F	1	541.33091848
359431.619161	360931.619161	360981.619161	361031.619161	left	left	1	100	E	E	1	506.201921526
362537.821083	364037.821083	364087.821083	364137.821083	right	left	0	100	F	F	1	601.887306608
365739.708389	367239.708389	367289.708389	368139.708389	right	right	1	900	E	E	1	466.939304357
369606.647694	371106.647694	371156.647694	372006.647694	right	left	0	900	E	E	1	542.589330292
373549.237024	375049.237024	375099.237024	375949.237024	left	right	0	900	E	E	1	368.079848999
377317.316873	378817.316873	378867.316873	378917.316873	left	right	0	100	E	E	1	522.547093068
380439.863966	381939.863966	381989.863966	382039.863966	right	left	0	100	E	E	1	439.758207256
383479.622173	384979.622173	385029.622173	385879.622173	left	left	1	900	F	F	1	559.4101154
387439.032289	388939.032289	388989.032289	389039.032289	right	right	1	100	F	F	1	468.75763379
390507.789922	392007.789922	392057.789922	392107.789922	left	left	1	100	E	E	1	389.330545275
393497.120468	394997.120468	395047.120468	395097.120468	left	right	0	100	F	F	1	511.544774697
396608.665242	398108.665242	398158.665242	399008.665242	right	left	0	900	E	E	1	489.027211043
400497.692453	401997.692453	402047.692453	402097.692453	right	right	1	100	F	F	1	444.930508489
403542.622962	405042.622962	405092.622962	405142.622962	left	right	0	100	E	E	1	538.438047909
406681.06101	408181.06101	408231.06101	409081.06101	left	right	0	900	E	E	1	596.905254495
410677.966264	412177.966264	412227.966264	413077.966264	left	right	0	900	F	F	1	448.851732998
414526.817997	416026.817997	416076.817997	416126.817997	left	left	1	100	F	F	1	519.945612537
417646.76361	419146.76361	419196.76361	419246.76361	right	left	0	100	E	E	1	400.509218676
420647.272829	422147.272829	422197.272829	422247.272829	right	left	0	100	F	F	1	587.618964231
423834.891793	425334.891793	425384.891793	425434.891793	left	right	0	100	F	F	1	463.718215478
426898.610008	428398.610008	428448.610008	429298.610008	left	right	0	900	E	E	1	450.163745605
430748.773754	432248.773754	432298.773754	432348.773754	right	left	0	100	F	F	1	418.57595671
433767.349711	435267.349711	435317.349711	435367.349711	left	left	1	100	E	E	1	446.644373797
436813.994084	438313.994084	438363.994084	438413.994084	right	right	1	100	E	E	1	376.578684147
439790.572769	441290.572769	441340.572769	442190.572769	left	left	1	900	F	F	1	538.253108988
443728.825878	445228.825878	445278.825878	445328.825878	left	left	1	100	F	F	1	342.251744338
446671.077622	448171.077622	448221.077622	449071.077622	left	left	1	900	F	F	1	575.516681967
450646.594304	452146.594304	452196.594304	452246.594304	left	left	1	100	F	F	1	469.228300183
453715.822604	455215.822604	455265.822604	455315.822604	right	right	1	100	F	F	1	403.889469218
456719.712073	458219.712073	458269.712073	459119.712073	right	left	0	900	F	F	1	368.035007255
460487.74708	461987.74708	462037.74708	462887.74708	left	left	1	900	E	E	1	524.025977576
464411.773058	465911.773058	465961.773058	466011.773058	right	right	1	100	E	E	1	464.913751643
467476.68681	468976.68681	469026.68681	469876.68681	left	left	1	900	E	E	1	634.581205224
471511.268015	473011.268015	473061.268015	473911.268015	right	right	1	900	F	F	1	510.709584703
475421.9776	476921.9776	476971.9776	477821.9776	right	right	1	900	E	E	1	420.988132653
479242.965732	480742.965732	480792.965732	480842.965732	right	left	0	100	F	F	1	507.327139445
482350.292872	483850.292872	483900.292872	484750.292872	right	right	1	900	E	E	1	560.467006596
486310.759878	487810.759878	487860.759878	488710.759878	left	left	1	900	F	F	1	554.304272056
490265.06415	491765.06415	491815.06415	491865.06415	right	left	0	100	E	E	1	506.136423632
493371.200574	494871.200574	494921.200574	494971.200574	left	right	0	100	E	E	1	434.534935585
496405.73551	497905.73551	497955.73551	498005.73551	left	left	1	100	F	F	1	437.351050993
499443.086561	500943.086561	500993.086561	501043.086561	right	right	1	100	F	F	1	443.333180681
502486.419741	503986.419741	504036.419741	504886.419741	left	right	0	900	E	E	1	425.821229251
506312.240971	507812.240971	507862.240971	508712.240971	left	right	0	900	E	F	0	561.750441998
510273.991413	511773.991413	511823.991413	512673.991413	right	left	0	900	E	E	1	383.280462568
514057.271875	515557.271875	515607.271875	516457.271875	left	left	1	900	E	E	1	507.604563353
517964.876438	519464.876438	519514.876438	520364.876438	right	left	0	900	F	E	0	378.82437977
521743.700818	523243.700818	523293.700818	523343.700818	left	right	0	100	E	E	1	551.94815285
524895.648971	526395.648971	526445.648971	526495.648971	left	right	0	100	E	E	1	490.067475445
527985.716446	529485.716446	529535.716446	529585.716446	right	left	0	100	F	E	0	521.215294458
531106.931741	532606.931741	532656.931741	532706.931741	left	right	0	100	E	E	1	567.704428841
534274.63617	535774.63617	535824.63617	536674.63617	right	left	0	900	E	F	0	450.211052934
538124.847223	539624.847223	539674.847223	539724.847223	right	left	0	100	F	E	0	572.176160737
541297.023383	542797.023383	542847.023383	542897.023383	left	right	0	100	F	F	1	521.324868917
544418.348252	545918.348252	545968.348252	546018.348252	right	right	1	100	F	F	1	437.600183138
547455.948436	548955.948436	549005.948436	549055.948436	left	left	1	100	E	E	1	457.827662737
550513.776098	552013.776098	552063.776098	552113.776098	right	right	1	100	E	E	1	349.212181401
553462.98828	554962.98828	555012.98828	555862.98828	left	left	1	900	F	F	1	491.535224785
557354.523504	558854.523504	558904.523504	558954.523504	left	right	0	100	F	F	1	492.004139096
560446.527644	561946.527644	561996.527644	562046.527644	right	left	0	100	F	F	1	596.552385357
563643.080029	565143.080029	565193.080029	565243.080029	left	left	1	100	F	F	1	460.619329281
566703.699358	568203.699358	568253.699358	568303.699358	left	left	1	100	F	F	1	452.198573779
569755.897932	571255.897932	571305.897932	571355.897932	left	left	1	100	F	F	1	416.94565933
572772.843591	574272.843591	574322.843591	575172.843591	right	right	1	900	E	E	1	352.155802067
576524.999393	578024.999393	578074.999393	578924.999393	right	left	0	900	F	F	1	369.839211815
580294.838605	581794.838605	581844.838605	581894.838605	right	left	0	100	E	E	1	561.697395321
583456.536	584956.536	585006.536	585856.536	right	right	1	900	E	E	1	511.509960167
587368.045961	588868.045961	588918.045961	588968.045961	right	left	0	100	F	F	1	461.304886758
590429.350847	591929.350847	591979.350847	592029.350847	left	right	0	100	F	F	1	606.980060077
593636.330907	595136.330907	595186.330907	596036.330907	left	right	0	900	E	E	1	492.462992913
597528.7939	599028.7939	599078.7939	599128.7939	left	right	0	100	E	E	1	649.603874502
600778.397775	602278.397775	602328.397775	602378.397775	left	right	0	100	E	F	0	491.549418176
603869.947193	605369.947193	605419.947193	605469.947193	left	right	0	100	F	F	1	505.900910325
606975.848103	608475.848103	608525.848103	609375.848103	left	right	0	900	F	E	0	431.717861189
610807.565965	612307.565965	612357.565965	612407.565965	left	left	1	100	F	F	1	575.246905635
613982.81287	615482.81287	615532.81287	615582.81287	left	left	1	100	E	E	1	513.584844721
617096.397715	618596.397715	618646.397715	619496.397715	left	right	0	900	E	E	1	599.970468061
621096.368183	622596.368183	622646.368183	622696.368183	right	left	0	100	F	F	1	543.760615289
624240.128798	625740.128798	625790.128798	626640.128798	right	right	1	900	E	F	0	539.141671508
628179.27047	629679.27047	629729.27047	630579.27047	right	right	1	900	E	F	0	543.411892886
632122.682363	633622.682363	633672.682363	633722.682363	left	right	0	100	F	F	1	497.268210157
635219.950573	636719.950573	636769.950573	636819.950573	left	right	0	100	E	E	1	495.977999127
638315.928572	639815.928572	639865.928572	639915.928572	right	right	1	100	E	E	1	491.046876474
641406.975448	642906.975448	642956.975448	643806.975448	right	right	1	900	F	F	1	423.731474078
645230.706923	646730.706923	646780.706923	646830.706923	left	left	1	100	E	E	1	447.869535004
648278.576458	649778.576458	649828.576458	649878.576458	right	right	1	100	F	F	1	528.600502182
651407.17696	652907.17696	652957.17696	653807.17696	left	left	1	900	F	E	0	443.303429574
655250.480389	656750.480389	656800.480389	657650.480389	left	left	1	900	E	E	1	477.812110334
659128.2925	660628.2925	660678.2925	661528.2925	right	left	0	900	E	E	1	424.151357167
662952.443857	664452.443857	664502.443857	664552.443857	right	left	0	100	E	F	0	542.937199403
666095.381056	667595.381056	667645.381056	668495.381056	right	left	0	900	E	E	1	564.727997165
670060.109053	671560.109053	671610.109053	672460.109053	left	left	1	900	E	F	0	475.387870712
673935.496924	675435.496924	675485.496924	675535.496924	left	right	0	100	E	E	1	539.384634559
677074.881559	678574.881559	678624.881559	679474.881559	right	left	0	900	E	E	1	379.11182431
680853.993383	682353.993383	682403.993383	682453.993383	right	right	1	100	F	F	1	544.11374251
683998.107125	685498.107125	685548.107125	685598.107125	right	left	0	100	E	E	1	455.416707632
687053.523833	688553.523833	688603.523833	689453.523833	left	left	1	900	F	E	0	455.476220583
690909.000054	692409.000054	692459.000054	692509.000054	right	left	0	100	F	F	1	613.17051118
694122.170565	695622.170565	695672.170565	695722.170565	left	left	1	100	F	E	0	457.884242113
697180.054807	698680.054807	698730.054807	699580.054807	left	right	0	900	E	E	1	505.717240679
701085.772048	702585.772048	702635.772048	702685.772048	left	left	1	100	E	E	1	423.057071398
704108.829119	705608.829119	705658.829119	706508.829119	right	left	0	900	E	E	1	498.180297468
708007.009416	709507.009416	709557.009416	710407.009416	right	right	1	900	F	F	1	548.795754361
711955.805171	713455.805171	713505.805171	713555.805171	right	right	1	100	E	E	1	481.682038427
715037.487209	716537.487209	716587.487209	717437.487209	right	left	0	900	F	F	1	471.732937053
718909.220146	720409.220146	720459.220146	720509.220146	left	right	0	100	F	E	0	515.116070565
722024.336217	723524.336217	723574.336217	723624.336217	left	right	0	100	E	E	1	537.180748718
725161.516966	726661.516966	726711.516966	726761.516966	right	left	0	100	E	F	0	504.757742939
728266.274709	729766.274709	729816.274709	730666.274709	right	right	1	900	F	F	1	498.613278734
732164.887987	733664.887987	733714.887987	734564.887987	left	right	0	900	E	E	1	503.723336659
736068.611324	737568.611324	737618.611324	737668.611324	right	right	1	100	F	E	0	470.536489947
739139.147814	740639.147814	740689.147814	741539.147814	right	left	0	900	F	F	1	511.877708677
743051.025523	744551.025523	744601.025523	745451.025523	right	left	0	900	F	F	1	500.38475689
746951.410279	748451.410279	748501.410279	749351.410279	left	right	0	900	F	F	1	498.385413961
750849.795693	752349.795693	752399.795693	752449.795693	right	right	1	100	E	E	1	524.560280322
753974.355974	755474.355974	755524.355974	756374.355974	right	right	1	900	E	E	1	447.004492544
757821.360466	759321.360466	759371.360466	759421.360466	left	left	1	100	F	F	1	433.260166061
760854.620632	762354.620632	762404.620632	762454.620632	right	right	1	100	E	E	1	407.695766367
763862.316399	765362.316399	765412.316399	766262.316399	left	left	1	900	F	E	0	449.464759943
767711.781159	769211.781159	769261.781159	769311.781159	left	right	0	100	F	F	1	542.059970333
770853.841129	772353.841129	772403.841129	773253.841129	left	right	0	900	F	F	1	484.150097685
774737.991227	776237.991227	776287.991227	777137.991227	right	left	0	900	F	F	1	521.203408918
778659.194636	780159.194636	780209.194636	781059.194636	right	right	1	900	E	E	1	448.779552782
782507.974188	784007.974188	784057.974188	784907.974188	right	right	1	900	F	F	1	550.854941557
786458.82913	787958.82913	788008.82913	788858.82913	right	right	1	900	F	F	1	460.976254081
790319.805384	791819.805384	791869.805384	791919.805384	right	left	0	100	F	F	1	548.920895407
793468.726279	794968.726279	795018.726279	795068.726279	right	left	0	100	E	F	0	446.816413819
