fixonset	cueonset	cueoffset	taronset	cueside	tarside	valid	soa	target	response	correct	RT
1491.56597336	2991.56597336	3041.56597336	3091.56597336	left	left	1	100	E	E	1	555.455918189
4647.02189155	6147.02189155	6197.02189155	6247.02189155	left	left	1	100	F	F	1	600.796157932
7847.81804948	9347.81804948	9397.81804948	9447.81804948	right	left	0	100	F	F	1	575.487931129
11023.3059806	12523.3059806	12573.3059806	13423.3059806	left	right	0	900	F	F	1	597.493054499
15020.7990351	16520.7990351	16570.7990351	16620.7990351	left	right	0	100	F	F	1	682.616128365
18303.4151635	19803.4151635	19853.4151635	20703.4151635	left	left	1	900	E	E	1	616.566818899
22319.9819824	23819.9819824	23869.9819824	24719.9819824	left	left	1	900	E	E	1	549.559509116
26269.5414915	27769.5414915	27819.5414915	27869.5414915	right	left	0	100	E	F	0	677.255268335
29546.7967598	31046.7967598	31096.7967598	31146.7967598	left	left	1	100	F	F	1	534.105432244
32680.9021921	34180.9021921	34230.9021921	34280.9021921	right	left	0	100	E	F	0	663.331354904
35944.233547	37444.233547	37494.233547	37544.233547	left	right	0	100	F	F	1	714.993764458
39259.2273114	40759.2273114	40809.2273114	41659.2273114	right	right	1	900	F	F	1	682.535817907
43341.7631293	44841.7631293	44891.7631293	45741.7631293	left	right	0	900	F	F	1	469.802556326
47211.5656857	48711.5656857	48761.5656857	48811.5656857	right	right	1	100	F	F	1	613.585712584
50425.1513982	51925.1513982	51975.1513982	52025.1513982	left	right	0	100	F	E	0	645.627958508
53670.7793568	55170.7793568	55220.7793568	56070.7793568	left	left	1	900	F	F	1	595.825916496
57666.6052732	59166.6052732	59216.6052732	59266.6052732	left	right	0	100	F	F	1	568.723317592
60835.3285908	62335.3285908	62385.3285908	63235.3285908	right	right	1	900	F	F	1	627.275643623
64862.6042345	66362.6042345	66412.6042345	67262.6042345	right	left	0	900	E	E	1	549.032471946
68811.6367064	70311.6367064	70361.6367064	70411.6367064	right	right	1	100	E	E	1	526.953012258
71938.5897187	73438.5897187	73488.5897187	74338.5897187	left	right	0	900	F	F	1	584.269449603
75922.8591683	77422.8591683	77472.8591683	77522.8591683	right	right	1	100	F	F	1	502.626869406
79025.4860377	80525.4860377	80575.4860377	81425.4860377	right	left	0	900	E	E	1	653.152765063
83078.6388027	84578.6388027	84628.6388027	85478.6388027	left	right	0	900	F	F	1	615.16055383
87093.7993566	88593.7993566	88643.7993566	89493.7993566	right	right	1	900	E	E	1	592.430984897
91086.2303415	92586.2303415	92636.2303415	92686.2303415	right	right	1	100	E	E	1	547.771305147
