fixonset	cueonset	cueoffset	taronset	cueside	tarside	valid	soa	target	response	correct	RT
5390.05176224	6890.05176224	6940.05176224	7790.05176224	right	left	0	900	E	E	1	537.070128554
9327.12189079	10827.1218908	10877.1218908	11727.1218908	right	left	0	900	E	E	1	465.812548362
13192.9344392	14692.9344392	14742.9344392	14792.9344392	right	right	1	100	F	F	1	510.562975112
16303.4974143	17803.4974143	17853.4974143	18703.4974143	right	right	1	900	E	E	1	560.082831494
20263.5802458	21763.5802458	21813.5802458	22663.5802458	left	left	1	900	E	E	1	551.609683878
24215.1899296	25715.1899296	25765.1899296	25815.1899296	left	left	1	100	E	E	1	528.628217347
27343.818147	28843.818147	28893.818147	29743.818147	left	right	0	900	E	E	1	318.615823693
31062.4339707	32562.4339707	32612.4339707	33462.4339707	left	left	1	900	E	E	1	507.318762191
34969.7527329	36469.7527329	36519.7527329	37369.7527329	right	left	0	900	F	F	1	385.286504374
38755.0392372	40255.0392372	40305.0392372	40355.0392372	right	left	0	100	F	F	1	613.545186294
41968.5844235	43468.5844235	43518.5844235	44368.5844235	right	right	1	900	E	E	1	407.331215189
45775.9156387	47275.9156387	47325.9156387	47375.9156387	left	right	0	100	E	E	1	420.620019008
48796.5356577	50296.5356577	50346.5356577	50396.5356577	left	left	1	100	E	E	1	470.260609634
51866.7962674	53366.7962674	53416.7962674	54266.7962674	right	left	0	900	F	F	1	537.477252942
55804.2735203	57304.2735203	57354.2735203	58204.2735203	left	right	0	900	E	E	1	592.850879207
59797.1243995	61297.1243995	61347.1243995	62197.1243995	left	left	1	900	E	E	1	473.629567136
63670.7539667	65170.7539667	65220.7539667	65270.7539667	left	left	1	100	F	F	1	402.123282992
66672.8772496	68172.8772496	68222.8772496	68272.8772496	left	right	0	100	F	F	1	434.711847446
69707.5890971	71207.5890971	71257.5890971	72107.5890971	right	right	1	900	E	E	1	572.146988732
73679.7360858	75179.7360858	75229.7360858	75279.7360858	left	left	1	100	E	E	1	473.786954326
76753.5230401	78253.5230401	78303.5230401	78353.5230401	left	left	1	100	F	F	1	493.596748331
79847.1197885	81347.1197885	81397.1197885	81447.1197885	left	right	0	100	E	E	1	514.94736124
82962.0671497	84462.0671497	84512.0671497	85362.0671497	right	right	1	900	E	E	1	584.52121752
86946.5883672	88446.5883672	88496.5883672	89346.5883672	left	left	1	900	F	F	1	457.188275942
90803.7766432	92303.7766432	92353.7766432	92403.7766432	left	right	0	100	E	E	1	570.561917341
93974.3385605	95474.3385605	95524.3385605	95574.3385605	right	left	0	100	F	F	1	562.060686972
97136.3992475	98636.3992475	98686.3992475	98736.3992475	left	right	0	100	F	F	1	546.000016568
100282.399264	101782.399264	101832.399264	101882.399264	right	right	1	100	F	F	1	494.436616392
103376.83588	104876.83588	104926.83588	104976.83588	right	right	1	100	E	E	1	557.43406402
106534.269944	108034.269944	108084.269944	108134.269944	left	right	0	100	F	F	1	441.75205057
109576.021995	111076.021995	111126.021995	111176.021995	right	right	1	100	E	E	1	425.861527652
112601.883523	114101.883523	114151.883523	114201.883523	right	right	1	100	F	F	1	333.348532013
115535.232055	117035.232055	117085.232055	117135.232055	right	left	0	100	E	E	1	420.038727339
118555.270782	120055.270782	120105.270782	120955.270782	right	right	1	900	F	F	1	580.299777829
122535.57056	124035.57056	124085.57056	124935.57056	right	left	0	900	F	F	1	456.604670585
126392.17523	127892.17523	127942.17523	128792.17523	right	right	1	900	F	F	1	526.733945736
130318.909176	131818.909176	131868.909176	131918.909176	left	left	1	100	F	F	1	488.77611625
133407.685292	134907.685292	134957.685292	135007.685292	left	left	1	100	F	F	1	326.54253853
136334.227831	137834.227831	137884.227831	138734.227831	left	right	0	900	E	E	1	370.67532202
140104.903153	141604.903153	141654.903153	141704.903153	right	right	1	100	E	E	1	477.89180416
143182.794957	144682.794957	144732.794957	144782.794957	right	right	1	100	F	F	1	417.495788299
146200.290745	147700.290745	147750.290745	148600.290745	left	left	1	900	F	F	1	466.083000417
150066.373746	151566.373746	151616.373746	151666.373746	left	left	1	100	E	E	1	438.705135591
153105.078881	154605.078881	154655.078881	154705.078881	left	right	0	100	F	F	1	567.506714824
156272.585596	157772.585596	157822.585596	158672.585596	right	right	1	900	F	F	1	449.802389968
160122.387986	161622.387986	161672.387986	162522.387986	right	left	0	900	F	F	1	307.58897069
163829.976957	165329.976957	165379.976957	166229.976957	left	left	1	900	F	F	1	679.415632264
167909.392589	169409.392589	169459.392589	170309.392589	right	right	1	900	E	F	0	656.972261058
171966.36485	173466.36485	173516.36485	174366.36485	right	left	0	900	F	F	1	540.540488185
175906.905338	177406.905338	177456.905338	178306.905338	right	left	0	900	E	E	1	501.328992611
179808.234331	181308.234331	181358.234331	182208.234331	left	right	0	900	E	E	1	517.759933922
183725.994265	185225.994265	185275.994265	185325.994265	right	left	0	100	F	F	1	480.43592842
186806.430193	188306.430193	188356.430193	189206.430193	left	left	1	900	E	E	1	468.197687597
190674.627881	192174.627881	192224.627881	192274.627881	right	left	0	100	F	F	1	468.430802355
193743.058683	195243.058683	195293.058683	195343.058683	right	left	0	100	F	F	1	564.58013392
196907.638817	198407.638817	198457.638817	198507.638817	right	left	0	100	F	F	1	525.459961856
200033.098779	201533.098779	201583.098779	202433.098779	left	right	0	900	F	F	1	424.713944607
203857.812724	205357.812724	205407.812724	205457.812724	right	right	1	100	E	E	1	514.481817093
206972.294541	208472.294541	208522.294541	208572.294541	left	left	1	100	E	E	1	400.338497092
209972.633038	211472.633038	211522.633038	212372.633038	left	left	1	900	E	E	1	593.924248236
213966.557286	215466.557286	215516.557286	216366.557286	right	right	1	900	F	F	1	649.053845379
218015.611132	219515.611132	219565.611132	219615.611132	right	left	0	100	E	E	1	505.79983458
221121.410966	222621.410966	222671.410966	223521.410966	left	right	0	900	F	F	1	571.745194824
225093.156161	226593.156161	226643.156161	227493.156161	left	left	1	900	E	E	1	496.511695789
228989.667857	230489.667857	230539.667857	230589.667857	left	right	0	100	F	F	1	548.039883093
232137.70774	233637.70774	233687.70774	234537.70774	left	left	1	900	E	E	1	708.051564471
236245.759304	237745.759304	237795.759304	237845.759304	right	right	1	100	F	F	1	435.422354848
239281.181659	240781.181659	240831.181659	240881.181659	right	left	0	100	E	E	1	505.353808571
242386.535468	243886.535468	243936.535468	243986.535468	right	left	0	100	E	E	1	467.853416838
245454.388885	246954.388885	247004.388885	247854.388885	left	right	0	900	E	E	1	468.79272072
